a,b,c,d,SMILES
3000,0.688,0.573,9.252,Cc1cccc2c1C(C)N(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2C
3002,0.719,0.184,7.151,Cc1ccc(O)c(C(=O)C(=CN)N(C#N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3003,0.661,0.525,8.143,C#CN1C(Cc2cccc(C)c2)=Nc2nc1nc1nc(-c3ccco3)nn21
3005,0.603,0.599,9.536,Cc1cc2ccc1C(N(C)c1nc(N)n3nc(-c4occc4C)nc3n1)C2
3006,0.731,0.384,8.154,C#Cc1ccc(O)c(CCN(C)c2nc(N=N)n3nc(-c4ccco4)nc3n2)c1
3007,0.589,0.553,8.214,Cc1ccoc1-c1nc2nc(N(C)C3Cc4cc(CO)cc3c4)nc(N)n2n1
3008,0.605,0.423,7.858,O=Cc1cccc(C#CN2c3nc(n4nc(-c5ccco5)nc4n3)C2O)c1
3009,0.76,0.399,8.91,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(NCCO)co4)nc3n2)c1
3011,0.582,0.529,9.335,C=CN(C1=Cc2cccc(c2)C1)c1nc(N)n2nc(-c3occ(C#N)c3N)nc2n1
3013,0.754,0.497,9.205,Cc1cc(N)c(C)c(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3017,0.583,0.552,7.81,Cc1ccoc1-c1nc2nc3nc(n2n1)NC1=CC(c2cccc(CO)c2)CN13
3020,0.749,0.422,7.974,Cc1cc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)cc(NO)c1
3022,0.533,0.517,8.054,C#CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1CC2=CC3=C(N)C(=C2C3)C1
3023,0.569,0.51,8.427,Cc1cc2ccc1C(N(C=O)c1nc(N)n3nc(-c4occc4C=O)nc3n1)C2
3024,0.794,0.516,8.014,CN(CCc1cccc(C=O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
3025,0.753,0.465,8.394,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4oc(O)c(N)c4C)nc3n1)C2
3026,0.762,0.542,8.569,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4C)nc3n2)c1
3028,0.643,0.587,7.819,Cc1ccoc1-c1nc2nc(N(C)CC3=CCc4cccc3c4)nc(N)n2n1
3030,0.716,0.444,8.243,C=CN(C#Cc1ccccc1)c1nc(N)n2nc(-c3occc3C)nc2n1
3032,0.754,0.512,7.884,Cc1cccc(CCN(C=O)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3035,0.749,0.596,9.089,Cc1cccc(C=CN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
3036,0.685,0.53,8.771,Cc1cccc(CC2(C)OC(=N)CN2c2nc(N)n3nc(-c4ccco4)nc3n2)c1
3037,0.566,0.406,8.22,Cc1ccoc1-c1nc2nc(N(C=N)CC3Cc4cccc3c4)nc(N)n2n1
3038,0.756,0.533,7.197,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1c(O)ccc(C)c1C
3040,0.438,0.358,8.699,Nc1nc(N2C#Cc3cc4cc(O)c3C2C4N)nc2nc(-c3cc(O)co3)nn12
3041,0.748,0.496,7.325,C#Cc1c(C)coc1-c1nc2nc(N(CC)CCc3cccc(C)c3)nc(N)n2n1
